snake_path,spiral_path,random_walk_path
dddrrddddllddrurruuuuuulluurdrdddrdddddllrrruuuuulluuruulrrddruurddllllddrrrdddddruluuruulllluurrrrruurddllllllddrrrrddrllddrdrrlluluurrrlluulllluurrrrrrd,dddrrddddllddrrrrrrrrrlluluurrrlluulllluurrrrrrduuullllllllddrrddddddllrrrruuululuuurrrrrllllllrdddrddduurr,rrdldldrrurrulurrrrrrddllurdllulduldrluluddddrrrrdlllddddlllluurrrulurluduudurdlddrddlluldrludrlrldrluuddrrrrrruuurrrlrllllddrrdrrllllrudrlullludrdrrurdululrddlruuuluuldrllrurdrruddlurlrlrudduulrldlrrudlrudulldurrdlrlldrulullluuudulluddrrdlurrrrrluulrrlrdlulrdluldrrrurdlrldrlururddrd
ddddduuurrdddddldldrruuuuruuuullurrrdddddlldddrdruurddullluuurrruuuuurdddddlllldddrrrruddulllluuuurrrrruudrruuulrdddldddrduu,rrrrrrddrdrruuulrdddlddrdduluullllllddddrrrrdllllllururuuuuullddduuuurrrrrdlldddldddrrurrlldlluuurruurrddl,drdlddduudduuuduuurrrdldddruruurrulllrrdddrurdrruuulrlrdddudududududldlldluldlldddldlududrrrururrddlurlrududlulddudlulluddruulduruddldrrluududdrulllrruddrlrluudrldurdurrlduduurlddrllluuddrruudrdrlrlruulrdduduldlrrludurduuldrlulrddurlrlurdlrdulludrudlurddluldrurdurlulrdrdluulrddududrlllruduldrulruddulrrdllulrrlrdlruurddlluluudlddurrduruddllludlrurrdlulrududdllururdldrllrlurruddrlllurrrlldrrrllrrurlrulrdlrldrlllluruddrrrlrrlrudlrudududuldlruuldudrlldurduudllludldrlruruuurlduddduduldurlrldruudlrdduldurldlururdrrurdrldlrludlrlududlruluuurruruurrddlrlduudlrudluullrrruudluduldudurdlddlrrrrrdddrduu
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrrurrdrullllddlldllldrrrrurdddrrrruullrrddlllllulllldrrr,ddddrrrddllldddrrrrrrrrruuddlllluuuuuurrrrduuuulllllllldddrrrddddllldrrrrdrrrruulrddlllluuuuuuurrrdduuulllllldrrrdddddddrrrruullrrddlllluuuuur,ddrrddluldrlrlurdludrurruuurdrdrrdldlldldrrulruululrurrurdrurddldrdluuludrlldrlrllrdldururudllldlrrdlddrdlldluulddluuurrrdlullrddudurrrrulrdlrddrrrruullrrllrlrrllrlrlrrlrlrlrddlrlruuddlruullrrlrdduulrllrrlrlrlrdduuddlllllrlrrrrrlllrrllrrllrrrlllrrrllrrudlruduudulrlrllrrllrlrlrrdulrlrlrddllllluudurluuuudruludllduduruullurlrddrulrurr
dddddddddruuuuuuuuurddddddduuuuruuurddddrrrdddlllrddlrrurruuuuullluuurlddrdrrrddddddlluuuuuururuull,dddddddddruuuuuurrrrrrddddllddlrrrrruuuuuuuuullllllllddrrrrrdrrdddddlluruuuurudllulullldddddduuuurrdrrrdddlll,dddrrulurrurdrdrddrddrruuuluruulllllrrllddldrrdlrurrdrdullllrlrrrrlduudruuruddulrlrlrdllrrudlurduuulrlrdduddlruldlldrrdlurllrdrddllllrdrdrurruddlllllrlrrudurllrudulddrllrruruuddudlurruudlrdrdduduuuuldruulrlurdlruuuulllrrrlllrrrlrlrlrlrddldrludrlddruldudduuuldudluuldudrrluddurdrdduuuurldudurldrdddlluuulrrdrllurldllurulldluluullrrdudlrludlurlrldududrddddlurrdddldldruulur
rrrrrrrrrdlllllllldlrrrrrrurrdrulllddlllldrrrrrrrdullldllrddldlluuudlldrddrrrruruurdrdldlllllllurrrrrrrrrdl,rddlrrddddlldddrrrrrrrrrulululuurrrdullluuurrrduullllllldrrrddddddldlluldrrrrrruluuuuuurrdulllldlddrudd,rrrdrrdlldldddldddluuurdrddrurdrrrurullurdrldlluuuluurdrrrrdudududulllddrlddullrrlddrlllrrrudlllurudrlruududldlrrudlrrllllrruddrlrruuuudldrduudluudulrrdulrllrlulluuuldlrlrrllrrlrluuddrddddududddrdurldrururlldurlrlruulrdrdurduldrduudluudlrldrrlrrluludlrudlurddrddrrududluduuddrududluulrludlrlddrrrllululdruurdululludruuruuurrddruuldlrllrurdudduurdulrddlurdlrlurudulllll
dddddddddruuuuudrruruuulllduurrrrdddddldlldddruurrrdrruruuulluullllrrrdddldddldrrrrruuuulluuuuuldrruddr,dddddddddrrrrrrrrruuuuulluurrluulllllllddurrrdddldlluddddrrrrrrruruullluuuurllddddldlldrrrrluuuuull,drdldddrrrrdlddruruuuluurullulllrdrrdrrrdlrrddrrulrdddlddrulllldrrlllllululurrdlddlurduduldurudldrlruudrdlurdruuldduuludddrullrlrudrulrluluurldrlrdrulduduudludduuddudddrrudururluudrrruuruuurddrllrrlullullrlrlddlrludurldulurlrrldludrrldullldddrluduuduududddddudduurdurrudduudlddrddrlululdlduuurdrdrluuudrlululdrluuudduuudduddrddduuddlddruduuuuudlrulrluurluurldurrdudrrduurrdruddrllddludrulrurluldddududdldudddrdluludurulrududllldlrurluuluduuurudduldruluddddrldurddududluurduddlurdrululduudrdrlduluddrludrrrrurulududldrlllldududdddrludrudrlurdrlrllruuuldlrulduuuuurulurlrrrrlldurllrllrdludrlrrluldudrduduulrlrdrrrrludrudrddrddudrrlrudlllulddurrllruullurllurlrdruurlrldlulldrulllrlrlrduldduurrldlrdurrdruurrdlllurlrdrlldrudlrludrludrlrdrluuruldurrrlldrudrlrludulrdddrluudlllulllurdrulrrlrrrrrldduududdullulldrdrlurlrdrruudllulrdrrrrulrddrlrlrlrlulddurululrldlruddlrllddurldrdldrlruuurlurdrdudldrlrurllurlduldlrdduuulrldrlldllludurldrldrduludrluuudrluuudddddduurrdluldrrddlrdlrurruulullulrlrdrrrlurrlldudruldrduruldrrlruldlurldlrldrrlddrru
dddddddddruluuruuuuuurdddddurrddddlrruuuuulluuurddrrdddddddllrrruuuuuululuurlddrdrruudrddldddruu,rrrrrrlddrdrrurdddddllddllluuuuullllddddrdluuuruuuluurrrrddrdrrruuudddddllddlllruruuuullullrdrrrrddrullllld,ddruurrdrddrddddrdldrruurrulullurruuudrddduuuduldlluluuldrdududulllddrulrldlldddrururrddddlrduduurrurdudlrduudrrudulruddududlrlrluulurrdlrdlrduullrddulruddrudududuulruldldduurrddluluuduuruudrdlldrulrdllulrdlulrrlddldrrlrururrdlurluudldrrdulrduuluudrluddllddldlrluudddddurlrrruuruuldrlulrudrldlldlduurdudlrlddrdurdruldurduurudurdlluudulrdulluulldrlllduuudrulrldddlururuululdddrudduduruddldudldddrdlududuudduuuuduurlruluruuldduurrlrrllrrlrldrlddlrrruduudddrdurrrluludlddldrlddrdluduudlrudduurlurddrrldullrudllrlrudurududrulrdulurlduulrruldrddrrlrurllluldurllurrrdddrdrllddlrlrllrrullulruuuldrlullulrurludlrldrdlrlldurdrlrurlluuuddurlddlrrlrlrullurrdllruuudlrrllddrurddurlrurrluudurr
dddddddddruuurrruuuuuulllrdddrrrdddldllddruuurrruuuulllurrrrdddddlllldddrluuurrrdrruuuuuuulllrrrrdddddddllldurrrddl,rrrrrrrrrdddddddddlruulullllldddrlllluuuuuuuuurrdrrrrrrddddllddduullllddluurrruuuulldrrrurrdddddulllduururu,rrdrurdrddrddldluuuulldrlududrurddruddudrdrrdllduduudduulurrruluruuulldrdlddulldduduudduurdudlulrdudurduuuurlddrullrudullddlurdlrrrdlddurrlluddrurduruurruulrldlurrduldrlduddrddddddlrlruududdlruuduuuulruduudlllrddduurrluldrdruuluuulrrlrlldrudludrruldlldrlruludlddllruullurdrlduddudlurluulrrlrdudurrldrldduuudllurdurdruldrurlllrlrdrldlududurrulrlllllddddddddrrulurrdddrllllrludrururr
ddddruuuudrruuuuuludddrrddddllddrurruuuuuulrrddddddlldurrruuuuuuulrrddddddddlrruuuuuuuuull,ddddrrrrurrrdrruuuuuuuuulldldllluludddrdddlludddrrurrrrrduuuuuuulddllldddlldurrrrruuldlu,rdddrdlluuuurldrrrruluruurrdrrrulurulldldrulrldurdddllurddldrddllurrrrdruuuulddludlrldrddrrlurlrluurdddullrlduurrldduuuruuulddrdududulluddldlurrlrlluludlrrllddddrudlluududulldururdurudurrurlrrdrddlllulddrrlrllluduuldldduruuludlurddurdrudddurlrrrudlruudluduurrrdduldddurdruuludrulldulullrlrduldlrdldrrluluuuuuulddudrludrdrldurdurrllduurrlurrrruullrdlrldrllrrruuddlurdlldduururudlruddluldldludurlllulu
ddddddruuuurdddddddruuuuuuuuurdddddddddrluuruuuuuuurdddddddllddrrlluuurrruuuuuurddddddrddduuuuuuuuu,ddrrruurrrrrrddddddddduuullllldddrrlllluuulluuurrrruurrrrddddlllllddduuullurrrruurrddldddluuuur,dddddrurrurrrdldrdruuurdruululldlllurrulldrldlldrudrddlddddrurdrrlrlluuluruuduldrrddrlruldrlrllldudduudluullrulurdldrrurduruudluldudlldudduuudrudrluluudrduldrdlduuruddlurlrrudldluudurludrluduudduududududududududdrrruurrrrrrdudddudullddrddrudddd
rrrrrrrrrdllllllllldrurrdrrrrrrdllllldldllluddrrrrururrrrdlldddlllulllldrrrdrrrrrurdlllllllll,rrrrrrrrrdddddlldddrrdllllllllluuuuudrrruruuulllldrurrrrrrrdddllldldddrrllllluurruuruulrrrrdllldldddl,drurdrdrdruurulldlurllrllrllddrlruudludurldrudrurrdurddrdruuurdrdlddrdllddddrurdudllluldluuluuurrrrdduuurrulruulddulluldullldldlududrurulddlrurldlrurldududurrdulrdurulllrlldrdlrlrludrlrludruurllddrludruduluddurrrrdlururrdudrlurrrdddudullrrdllrrduluuurlldrruddlullrurlldlulrrrrdududlrlrdldllldddlldllddrurrdluduldlruuuluudrrdrrddluruur
rrrrrrrrrdlllllllllrdrrrrrdlddrrdrruuuddddlllulluuulrdddllluuldddrrrrrdllllldrrrrrrurrrdll,drrrrdddddllluuldddddrrrrrrrrruuuuuudddllulluuuurrrrullllllllddrrdrddddllldrrrrrrrullluuuuruldddrd,rrdllrdrrdrdddldllddrurrrrrrulurrdddlllllluurruurdddrdulduudrrldllrudrrulllldurdulrurruuldurdluluuuuulddrrduurrrullldduurldludduududlludlrrrdrdlrlrulldruruurdrrluduldlrlrrurdulrldulldudlrrlrurrllrldurdrluldlrrurllldulddrdudldlurludlruurdlldrlrdrlurrudlrudludrlduurulrlrulrrdlrrrlrudlurdlrluduldlddluruulllllldududurrldurlldrrlrduulldudurlrddulurdludrrdruldruddrluudrdrllruududuuldulldrlrlulrdludurrrrrldlrlulddlulrurllrldrrdulrrduddrrlrddldddurulrlrrluluduurduddudululuulllrduludrrulldrduludrdudrrrurrrrrlurdlllrrrulrdulrlldrrlrududududllrulrrdlrlududrlruduldrllrllrlrrrlludldldlrduddlddrrruldrldlrllduduudrrdrlruuulrulrdrdlurlrdlrruuuudududduudduududududududddldlrlduuldllddluldrrluururlrrdrrlrdldllrudllluurllululurlddddd
rrrrrrrrrdlllllllllrrrdrrldlddrrruruurrdlddldllllluudlddrrrrrrruruuddddllllllllluudddrrrrrrrrr,drrrdddldldldddrrrrrrrrruuuuuuuuullllllllrrrdrrrdddldllldldldrrrrrrruuuuuuuldddddllldlrrrruuuuuulldld,rdlrrurdrdruurdrrddluddldrdrdrdldlluurduullulllldrrrddruddllullluudrrrddlllrruduurduuuulduruuulullrldudurrldrlurrrrrrrrddddddduulullrdudlruudddlrrurlddluddlrdrrulrdllruulldurrldrlduruudlluddrurrulddllruurrlrudluldlduudulllddldudurruulddlrullrdludrrlulldrurrlrdrluulrdulrrrdddulrrrulrrruulrdlddlrdrudllulrduuuulruruldrrludrldudrddlrdlrldrluddruduudulrluduuuurlddrulrlllrrrluldduddlurldrlllldlulrrrdldllldrruuuuldldrurdudururdudllddurudrrdldrlrluudduulrdrdudlrrudrurrdlruuldlduudldulrduullrrdrlrurdlrrllldlrrrlrlududlrrulrldurlulddlrrrlruuudludlduluurrruludrdruuulrudulddluddldlldduldduuldruldrduuddruuurdlrlurrdlulldludrrddduuruuddulululdlrduurur
rrrrrrrrrdllllllllldrrrrrrrldlllllldrrrrrrrdrrdlllululldlllrdruurrrrdddrrrdlllulllrrruuulllllddduuurrrrrdddddrrrlllllllll,dddddrurrrrrdddddllllllrrrrrrrrruuuulluluuurrrulllllllldddrdddlduurruurrddrrdddruuululuulullldrrrrdddddlllrrruuuuur,ddrrrrdldrruurrullulllldrrrrurrrrdlurdlluldddddlulrluuldldddluuulddrlrddururlduudlrdlrluluduurlruudduurdluuddurrldduluduurrrllllrdlurrlrlrlrdullrrldrrulrrrllrllrrlrdrulrrrrdudlludullrlddddlruurldlulrdlldrrduuddlduruluudrdlrulrudrludddudurudururlurddlurrudlddrddrddllulllrrlrlrrrulurrrddddlllllllll
ddddddddruurrruuuuuuullddrrrrrrddddldllllllddrluurrruuuluuurrrrrrddddddldldllrrruuuuuulllduuuurdddduuuurrrddddddddd,ddddddddrrluurrrrrrddllrrrruuuuuuuuullllllldrrrrrrddddddduuuuululllllrdrddddrrruruuullldllrrr,ddddddrrrruuulurruruurrrdlldrrdldrdddllururuuuududlrulrdduuulllldldluulddrrrrdrrudlrruulldlddludlulduuddurlduuuruldurdlldrrrudurduurlrrrllrlldlldlluurlddurdlrruulrlrldrrldrudrudduurldddlllrurlrruuuddduddururulurrdldduudldldlruuuulddldrluurlllurlrdludduudrdruurlrdlludrudluldrduurdrurrlddddulludurllruurdlduduulddluduuddurrudurrrrduldlulrlldurdrdrdrdrulludrlldlurlurludulrullrdludldrlurudlududdrdrludurulurrrldulldrrdlrudddurldllurrluuurdudrruddlrdrrllllurdldruululurdudurdulrrllrdrudlrulrdlllrrlrldurudldrrlllduulurrddurudldudldldudrdduuuldrdudududurlrrlruullurdrulddrdllruurudlddrurlrrrddluduuuduldlrrduuurdlddudrdduudldldllrrdrrdllllrlrrlrrruuududulrlldurrudlruuudududlduddldddudurrdluruduldlrlurddrlruldruuudllurdrduduudldldlrurduuludurldrdudludrullrudurrulddldrldrlllrrllrlrrrluulllllrruduuddudlllddluuudddrr
rrrrrrrrrdllllllllldrdldddrrrruuururrrrdllldlddllllluurlddrrrrrrururrdldldrruddlllululllldldrrrdlluuurrrrdddrrrruuulllllllllddd,rrrrrrrrrdddddddddlllluuullllddrrdllluuuuuuuurrrrrrrrdddddddlluuuuuululllldddlddrrrruuurrruddddduullu,rdddldddrdlddrurrdlurlldurldrrudlrulrdlluduuurrruurddrrdddluulddrrrurduuluruluulurrululdlddllruuuldlulduldldrlrlururdrrrdrdddrulldldududlllrlrrrlrlrurdulrrruldrlrllrdldddrludurulrdluuruuuddrlurullldduddrddururdrlurlludldudurlduluududduruudrddrdlurludrrrdddudlruluuudruuudldrddllduruurdududduudullluurdrlulldrllurldrlrurlldrudrllrrrlrurrlrdldddlrluddluduuurddlduuulluurruuudurrrdudldddldulluldrulruudrdudllrrlurulrurrdrduudlrddluuudulrdlulllldullrrdrulldrrruldllrlrrllrullrdrllurdrulrdrulrdllurrrlrldudrudludrlududrlrrurlllrlrdddlrrlduruulduurrrrddduduludddurduuddllrdluruuldrluluddrdduuduurrdldurludddlllduldrrdlrrrlrruddlulrurudludddrdulllurlrlrddrurllldlruldurdrududlrlrrruuddllrllururlrduuuuruldlurdruuuulrllrdldrdudurudduululrdrldudrduuudududlrudlldlullrdrdruululldllududurdlurdllduurlrrlrllldurlrdldruulrlrdldduururlrdudluduldrrrruldludlddd
rrrrrrrrrdllllllllldrrurrdrrrrrdlllluulllddlldrrdrrrrdlllllulddrrrrrrrudrdlllllllldrrrrrrr,dddddddddrrrrrrruuululllluuuurrrrrrrddluuurllllllllddddddddrrrrrrrulllullldrruulluuuurrdrrrdll,rrrrrrrdlldrdrrrulurullrrldulrdurldldlrurdrldulluduulldllddluuldddrrdldlurluuurlrlurlrldurrdluulddduddurrulrdddrddluuulluddrudluurrudlddluuuudruruldrddudldlrludduuruldrrduuddlurduudddrrdrdlddllulldrrrurrdrururdldluuurlullldlullddrulrdrrrrllrluudrrudrdrrlrldrulddurlrldudulrdlrludlluurdldrlurldrlllrrulruuullrdldlddluuuruldrlduududduuuddrdrduldrulrlrduudrluululdrlddudrdudrlludrlrlduduudrdlruulurdrurrdldrrrdluurddlurdlurrruldduurlldlruuludllduuddddlrrrullruddlullrulldrurddlulrdlududrrrrudluldrudrululllurrurllrlrlldruldduurrrrdrldluuldrddrdrudruldrrluldrlllrllrlllrluduurrdrrrdudrulrdlruduluuldllllrlruuduldurdrdrulrdrululrrlrlddlrrulrurduldulrrrllrrddddudlrullrluddudlrudluldulrrldurruduldrdlrlludlrudurdlludulrruulrlurrrldluululduddddrudluddududrurrluulrdlrlddudrrdlrrrulrldurdlulrdlrrruldrllrruruldurdduululrlurlddllduddlrllulduurulrduulruruuulrduldrlrldddrldrllrurddrulrdlrdrduududrlurrrlrldlrrlrdllruduulldlurdlurrlllluludddrldrrrurdrlluudrldlruduurdlurrlurrrlduddrlrdlrllullrrllrullrlrdduullrudlldrrlrrrdrrudllrurlduldrrrlrluruddurldluldlrlrullluulrduldlrddrrlrrllrludllrlrlrlrlurdlrurrurlrrlrudulddruulludrrdrdrrllrudluldrluuldlduuuddddrllrrludlrllluurdlrldrrludrrllrruludrldrruurdluruduluddlrlurulrrrdldruuddlurdlrdrdludruurdlululrludrrdlddrlurrllrrldudurullrdurdldllluduuddrruududduuddrlllulldlrrudllurdrudrrruurullullrrlrduddullddrrrllrlruludddllrudrrrrluudldrlullrdrrlurrudurdldudllluullululuduruddlruluudrrlduulrrlludurdluurrrlrrldrduurlrlldlrllrulrrdlllurrlldudrldrrurllrrullduldrrdduudllruurldudrlludrudduuddldurddlrrddduuudrrlrldlrrurlrrlrdulllrddlrlrurllrddlrrrdurdududludruuduululllldrlrrurrdrlrdduulrdddurldurududluudlrrdlurdulldrrudlduurllluulrllrlrdrdlldlduuludludddrrludruulurddllurddlruulrdrrrdudllrrrruurdrlrllruddullurulrldrrlullududddluullrrdulrullrululuddrududrluudlruuulddrulurdlrrdduurududlurlrllldduurlrrdrldlulurlrdrlrullrddrudulrlrrlddlduuludrrdddduuulldrluduruudlududurdrlldrdrludurldddddldurududuluduruudddudrdrdrurllrdlullrrluururrllrdurddulddldlrudllududuruduruullrudululrlurudrduuurrdduurdlllrllddruululdurrdldlduruulrrllrdrurrddrd
dddddddddruuuuuuuuurdddddddddruluuuruuuuurdddddrurrrrddllldlrrrruuuulllluuurddrrrddddddlldrruuuuuuuullurr,rrrrrrrrrdddddddddlluuurruulllllllddddrdllluuuuuuuurrrrrrrrddrdddldduuruuullllllllddddduuuuuurrrrrrrrddddllldlrurrruulllldll,rdldrrurrrurrddldlullddrrrrruurddddldrddlululurldlrlrrlrrurdludrddllruluudulrlrrrdlurduuululrdluuulullllldddlddrddruurrrlrluuullddldldddrrrdlllududurrldrluldudrrudrlrudlllurdlrurdulldududrurrlrduldrlulrrldulrrllurdrdllrrudulldudulurrllrrudddllruldrluuuuudrlrdlrlurulddudrduuuulrdddddldrlrluduuuduudurrrlrlrllurulrdrldrrurulrddurrluuullrllurrlddlluddludddluduurudrrdrrruuudulldldddludrlurlruurulrlrrllurdulddulduurdlrlrdlulrludrdurdlrrrlrdludldulrddrruulrrllrrlduluulurlduddlddlldurlrldrldrluurldduudruluurdddlurrrrululludlddrrulrdudllrrurluudllrrrruulllrdrdlrrdluuullrlddudlruuldurrlldrduldudrudlrrdudrrrldluulddddddldlruuuuruuuuudulldrrurdudurrdddulurluldddlurldrrlrurudlluudurdldruudrudldlulurllrdulrldludrurrlrrlrdrldrdulrluldrulrrrrrurd
dddddddddruuuuuudddrrdrrdrruuuuuuuullllllrdulldddrrdlddrdddruuulluurrullluuurrrrdulllldddrrrrllldddrrdrddrrruruululuuuulrrrurddldldddrrudlluuurr,dddddddddrrrrrrruuurrudlluuurruuullllllllldddrdddddrrrrrrruululuuurrullllulldulldddrrdlddrdrrrllulluurrur,rrrrrrrdlllrrdrrrdlllddrdrddldluldlluuuldddlluruuulddrdrldudrrururdrlluddruullrddrrruuuuulurururuldrddulldlddurdlruuulrudlduulludrudulrrlldrludulldurrdrurrlldludrlrudlududurldudududrurdudlrdrrluddluduudruduuddldruuudrrduddlrlruuudulrlrllrdurdudddulrllldddrlruddrrudududlrllududrrldulrluduudlrludurddddudduurlurldddulllrudrdrllulruldrrlrdrllurrdlurllullddlluuudrluluuuuuurlrrdulldudurldddrdrurrld
rrrrrrrrrlldlddllluululldurrddddrrrrruudrrdldllllllluuldddrrrrrrrrruddllllllllldrrrrrrrrrdlllllllll,durrdddllddddddrrrrrrrrruuuuuulluuurrllllllddddllddddrrrrrrruuuulluuuddllddllddrrrrruulldllrrruul,rrdrurrrdrurrllllllrrllllldurrddrdrrdrddrdldrrdllllluluruuluulddldrdddrudlluurruulluurddurrrddrdldrudldluudlrdrrurdulrdurruurdddllllulldlrludrudllrullrdrruldrrlrllrurdrrlllududlululddrrruuuduuurdrudlrlluulrluudduuddruluudrddlrllrddurluurlddurrlulrlurlullrlrrrrrrrllrdddruddrdlrruul
dddddurrdddldldrrurrurrruuullllulluuurdduurrrrrddrddddddllldllrrrrrruuuulllllluuuddrruuurddrrrduu,rrrrrrrddrrdddddddlllllllllururuuullduuuurrdrddrruuurddrrdddddlllllluuuuulurrdddrrrurdddlll,ddrrulurrrrdrddludddlllddldrrrrdllllludrudrrururrrdldrruuurdddlllurdrrlruulluuuldullluldllurldduuuddrrululrrrlrdudduuldudurdlddullrudlduurludddurluuuddruuuldudrdlddudduurlruluurldurlrdlurrlrrllrldurllddurrdrdullluduududdrdluudrrdldrulurldrlrrllrrdlulrrlrldlrrdlrlululudruddrudddduduuuuduududlrlrlrdruulddrdrrrludulrdrrrrulurulldlruuul
ddrrruurrrrrrdllllldrrrrrdllllllllldrrrurrrdrrrdllluulllddllldrruuurrrrdddrrrdluuuullllllddddrrrdllllulddrrrrrrulullluuuurrrrrrdddddrdl,dddddddddrrrrrrulullluuuurrrrrrddddddruuuuuuuuullllllddllddddddrrrulluuruuurrrrrullllrrdddrddlu,dddddddrurulurrulurrrdlrrdddruurdrdldddruuuluuruuldlululllurrrrdrruldurlrdlrulddlrddruddudludrdldudududdrduduulddurldruuldudrdulrlududrlrdlrlrluduuddurdluuulururduudlulduudllrrllrullluruddluududdrdlrrrduludludlrulrurlulrdudldlldurlduddddlddrdruurrrdrdlluldludrudurlurlrrldlrllurrdldullldrlurdrludludrururllrlddrrlrlrrluudlrdrrludludurludlduuldldrrrlruduudldrurduurddlruduuddrluudlrullldulrlruur
rrrdrdrrdrrruuulrddddllllullululldrdrdlluddrrrurdrrrrrdlllulldlllldrrrruurrddrrruullllldddlllldrrrruuuurrrddd,dddddddddrrrruuuurrrrrddluuuruuuulrdddlllullulullddddddddrruuuurrrrdddduluuuullluludddddd,ddrdddrrruuulldrdlllddrdldrrdlluudurrrrullulrlrrdllurdurlurddluduuulludrduldrluudrdldudrrrulldduuldrrlrlrludruuuuurdrludllurrlrllddldrluuddrurrdlrlrlllrlruduulrlrdulurrdulrdldrrulurdrllrdrrrdldrrrruuuulrlrdulrdulrlrlrdudduudulrdulrdddllrddrdlllurddlrdurruulrdlllrlrlrldrduudruudlrruudddluludurdudrlruullrlrulddulrdrlulrurrddllururllddrrddulrdululrullrrrddldruldrlruulllluulrldrdururrdudrdlrullurdllldurdlrrlduuurdrdudddrulldudluuuurdduldlrluuuludrdrddrlrdlrlrrrulrludrduuldulrlurlrlrrldludrruddlurdulurdllulldrlllrrudluudlldrrluuurdudlulllrruddrruldlrdlrulrlllurlrrdrllrdrdrrdrulldluudurrrrlluddrrrdrldruudldrlrlrlduuddlduruduldlrruullrudrdduduulrrlurllrurddldrdudululuduudluudllrurdrdudlddrrdlruludrdullululuurldurdluldrdrldrrulllddurudlulrlullduuduurdlrdddldudddrurdrrdl
rrrrrrrrrlllldllllldrrrrdrrrurrdulldlldllullldrrdrruurrrurrdduulldllldddlllulddrrrrdrrururrdldldllllullldrrrrrrrrru,rrrrrrrrrlllldlddrrrurrdduulldlldlddddrrururrdddllllllllluuuuuuuurrrdddddddrrrrrulldllllluuuuuurddddd,drdldrrurdrrrrurrdduudulldlldlllldrrddlldldrrurdrrruururrdlddlullluuulrduuuuuuldlulldudduududduudrlrddrdddlluudddddrurlrurudllruurulrdlluduuddlrlrlduddududrlrdrlldurlrluddrrrudrullldludrurlrdlrludulrluuurludrulduururrrduduururrrrlllrlldlurrlrldududulrdullrdldudlddlrdluruluurrrurdllrrudulllrdurldruldrrlruldulrrldudrllldldrluuulrdrlurrrdlrlduurldurlddllurdlluudrrudurlrdurlddurrlrurllrrlrldurlrldulldlrldllrlddudruudddlurudldrulruldrudlrluuududduuddurdrulrluurdrlduurrrrrlllduddululrlrduldrrrulrdlddlullurdrlrrullddluuulrldurddlurrulldrlruldurdrrdrlrlrdduuudllddlururduuduurllldlrdluduudurdddrrdldrdrlldrdlldluudurlurdudrlulurldruulduuuududrrlrllrlrldrrlrudluudurdddldludruludrldrrulrlluuudrdluuurlrrrrldrddrrlllddrlldldrullrlrdldurudrurdrddududurdrruurdrd
dddddrddddruuuuludrdrrruuuuluulllrrddlrrrrdddddlllddrurrruuuuullldrrrrdddddlllrrrruuuuuuulluruddduuru,dddddrddddrrrrrrrruuuuuuuuuldldllluulllrrddrdrdddllluludrdddrrrrrruuuuuullllllrrrrdddddlllrrrruuuullld,dddddrudrddrurrurrulllurulllrurulllldurlrldduududududddudddrdddrdlududuuurududlrddrdrrrrrrululldruuldldlurduruuuurrrululdllrrlldldudrlrrurdrddruuudllldrulddlldudududllurddrldlulurrurlrrldruuulrduululrrdrdldrrlrllrrudlrrudddrlllrdlludrldrlrlruuruuurluuldlrrddurduululrlldurdullrdrurdlllurldurddrdldduduldddulrdluurruddlrluddrulllrrurldluudulluudddurdrlrdludludrdlrrurrduurrrrldrludlruuddrdludruduuddlullrrrduududludruddudududlllrullruddlllulurddlruuuddurddulldrrluuululuddulrdrlddudrrdrulurlduurdrrdllrulllldrluurldudddrluurdrdulurddurulululrdlurdrdddruuurdrrluurdlrluulluuudrldrurdullludurudlududrddurlrdrulrllluduullrlrrllrrddruluddlruullrlrrdurlrdddrdduuuldrlrrlluudlrdrddruuurrruul
rdlddrddddrrrruururuuuullllrrrrrrdllldrrdddldlddlllllluuuuurrrudllddddddrrrrrruururuuuudddddlllllllluuuurrrlllddddrruuddrrrrrdrdlllllllll,dddddddddrrrrrrrrruuuuuuuuullllllrrrdrdddldlddlllluuuuluuruldddrdddddrrrrrrruuuuuuuldddddldllllluuuurlddddrrrrrruuuuulrddldlddlllluuuurrudllddddrruuddlluuuurrr,dddrdddddrruuuddllluuudruurrudrlllldurdlududuuuruldrulrduduldrudlududduudrlddrrrrludududrlrllrudlrrllrllrrlldludurdlrddlruddlddrrrrururruurdruuluullurrrullllllrlrlrrlrlrlrrrdrurddddulldlddlurrrdddruddllllruruuurrdluuurdluullrurlluddrrrulluldudduduurdlduulrdudurrrllrrlrddullddulrudrlddurulurullrldrruldurrldullllrrdullrllrlrlrrrlrlrdrlrdrrdllrlruruulldrurdududdddullulrrdlrddddulluurdlrdllrddudrrdurllrlururllludddllu
