snake_path,spiral_path,random_walk_path
rrrrrrrrrdllllllllldrrurrdrrrurrdduulllllllddlldrrrluuurrrrrrrdddlruuulllllllddddrrrrdlllllulddrrrrrrrrudrdllllllllldrrrrrrrrr,rrrrrrrrrdddduuullllllldddrdrrrddrrrddllllllllluuuuuuuurrrrdrrrurrdddlruuullllllllddddrdrrrddrrruudlllldllluurdr,ddrdldrddluddrddrrrululurrdrrulurllluluuuuldldurdurrrdrurdrurrdddlruduuuulllllldldddddlddlduuurrddduldrrurrdrruuruddrdludlrudlruurduldduudll
dddddddddruuuuuuuuudrddddddddruuuuuuuururddlddlddrdddruuulluuurrruuurddllllddddrrrudddduuullluuuurrrrruurddddldddddruuuu,dddddddddrrrrrruuullluuuurrrrrrddldddddruuuuuuuuullllldllluddddddddrrrrullluuuurrruurrrlllllldrddddrrrudllluururr,rddldrrrrrrululldruurrdrrrdddldddrdldrlruduluruududuldduuudrluddudrdlruluudrdulduddrlurddlrulruulruduududududdduulddrddulrlrlrdldruduuduluruuuulluurrldlrduurldlurdudulrlrrdldlrurulrdlrdddduudlduddurludrldruddldrldrulududurluduurlrddulurlrduddldrdlrluurdulurddduuudduuuldudrdlddruluududrludrludddudrlrudlrludrlrluuuruulrlddruddldrduulurduuduludrulrlduruuluudruddllrlrlrluurlrlddruurdlrlrldudlrulurrdullrdrdulrddddlrddulrdudddludurlrlrlrlurduuldrlduuduurlrulrddlrldruduudduudulddduddududuuddurduuduuududdlrdlrduduulrulrlurddlurulddrulruulrddulruuuududulluddrrlulrdulrudrdduluudduurdldlullrullrlrddduurdrldlulddlddddllldrrrruurruudllrlrrudllrrlddrdllrurldrulrlldrlludluuullurrulldudddrdlruduulurluudrluuududdurru
dddddddddruuuuuuuuurdddddddddruuuuuuuuurdlddrddddddruuuuuulluuurrrllldddrrrddddddruuuuuulllluuurrrrdrullllldddrrrrrldddrdddruululuuulllluuurrrrrrd,dddddddddrrrrrrrrruululuuulllluuurrrrrrdllullllllddddddddrrrrrrrulluuuurrllldllluuurrlddddlddrrrullurr,rddldrrurdrrrrddldllllldrrrrddluldlulluuurrurdrurdrurddddldrrruuldlluurrdlurdulllrrllurludlrludrruurrlldrudurllldrruddlulllrudlrdudlulllrrrlduruldluruurrurrrrrdllurrldrudlruldurduldlulrrlrdlrrlruldlrrlullrdrurdllrlurrdudllrlulrdrurlrlllrdrlrlruldrullrlrrdududlrrudlududrudlludrullrdrrlrlrlulrdlrurdlludurdlulrrrdulrdluldullrllllrldllduududududurrrdrlldduurullldrrrrurrllrlrrllrrrrrduldudrudllrrludulrdlurlrrdlrudludrudlrulrdllulrlrrdurldlrurllrlllrrrdlrrulrlrdlrududlrlrllrlrrudlulrrdulrdlullrdrrulrdulrlrduldulllldlrurrllrrlrrdrudrudlrllrlrrudludrludrudulrldurlrldrllrudulrrdllrudrlrulldurdlullrrlllrldllddlddluuurrrduuddulddrurrlddrdrdddlululrlddudrruldrlludlll
rlddrrrurrurrrrdllldlldrrrurrdldlllllulrddldlluuuddddrrururrrrrruddldrdlllulrddrruuuulllllldddluururrrrrrrdddduuuulllllllddddl,dddddddrddruuuurrrrrrdddlldrrruuuuuuuuulllldlldllluurlddddddrrruurrrrruuulldlldllrrrrrrdddddllulrdrruuuuuul,rlddrrrurrurddrdlddrrrulllldlulddlurlrdlldddruudluluuuuddudududududuuuuddddduuddrrllduduuddrluudrrlrlrlluuuurrdrrrulduddurllrlddrlrrlldlrlddudduulrduuldruurldudrlurrudrluudrdlluurrlrudluulrrrrurddrdluruududuldldrlululrddlddrrldrlruuldrudduudrdddruluruulrudlruuudlrludllulrdrlllrdrrllluldrdlludrduddlruddurludrldldlrlrlrulrlrrlrldudlduddrludurluludrrdldurdludrlrluudrullrludrlrrllurdrludlrulrdulrdddruduldurdlrlurdlududuruddlrluudrldruulddrududuudduullrdrulluudrluddrdrldrululudrudududlruluududuuurrdrrrdrrrdlruuuludlulddluuldllluududdrldurlddudduudduududududuurrrudurrdurrldldrrudlurldulullrldurrurdrdruurllldurrrddlruldlrudduluuldurlddrulludlldudldrlrullluddurrrrlurrrrlurdulrllrlddururrduduldurldlrurrldduddlrrldurddlddddlulduulrlrlrdudulrddrludruldrlrrru
rrrrrrrdrllrddllluulllldrrrddrrrrruudrddllllllluulldrdldrrrrrrrurrdduullllddlulldlldrruuurrrrrrrdddldrlllrruruuulllllllddddrrllll,rrrrrrrdrddrddddddlllrruruuulllllllddddrrlllluuuuuuuurrrrddrrruulrdddrllllllldddduuuuuurrddddrrrrlldluuuull,rdrdldlddrurddruuruuluurdlrduddlldrrddruuurrurdrddddddlllrlrlrrududruldllrrurlrduuuddldurdllrrlrlllrrurldllrrlrlrrulrduuuullurdrlrululldddrulrlurllrduduurldrrrdudlludrllrllulrdrlrlrlururdludldrlrrruurdlluldrdrudrudluldlllluuuududduulurrrrrdlrrdddllddruludrlrudrudldullrrdulurulldrduulrdruldlurdurudrulurlrldulrludrdrdddlulluldurrdurdlldddlrlrurrlluudurlurrurlrudludrlduurdduudldrlduldrulrurdulrlruddudrdlrlrllduudllurrdddlrlruuurluudurdlulrududlrlurddrdllddrduduurlrdudrluduuulrldrdrldlldldudlududurrldlrurrulduuudlrlrldlldrluuulrruddlrulllulurlrdudduulurlrdrdlrrluuddrdurdludlrurduuuldlrdludllruudurddrluudllrdddddldddrrrrllulur
dddddddddruuuurruuullduuurdrrddddldldddruuuuurruuuulldddddddrddruulluuurrruuuurddddlllldddrrrudddrluullluuurrrrdruuuuurddddlllllldddrrrddrruuddrllluullluuurrrrrrd,dddddddddrrrrrrrrrllluullluuurrrrrrduuuuulllllllldddlddrdddrrrrrdrruuddlluulllluuruurrrrrdduuuulllllldrrrrrdddullldlddrrru,rddluurrddrdrdldrurrrurruuldluuldldrdlrrluururrlrddlddrdlluudrrdududlrlluludruuuulllddluuddluruldllrludrlddrlddddddruurrdldrrrrullurrudduddrruudududdrllrrlrluuddudrluudududdrlududlluldudluldrrurldruudldrludlllulludururullrluduuruldudrlrlruuulrlrrrrrlrllllrdlrudrldllrudldrlruuddurudurlrlrudrdrlddlrrudrrlrdrrllururllllurdluullrrlullddlurldrururrdlulldrulrrrrddrlurrdudrullurdldulllrdudllurrdddrllulrurullrrddlurdrdurdurrlruuldlrlddudduuulllrlrdlrludludrullrluruddulullduddddddddduduuurrr
dddddddddrurrrrurruuullllllduuuuurdddrrrrrrdddddlldllllrrrrrrruuuuuulullllluurdddddruuuuurddddduuuurur,dddddddddrrrrrrrrruuuuuululuurllllllldddddurrrrrrdddlldllllrrrrrrruuuuulluullllddrurrdlddrr,dddruururrddlulddrrrurrululdrrurlldldurrddlddrrdruuluudrlrllduudrdrudluulrdlddddddrruluruddlruuduludrdlllldlldluldluuuururrrdrudulrdlulurluudludldrlrldlruluudrddrrududrdrrururuluulrrldlldrlluduuldrlrurlddrrrrdrdudlllrddrulruldddrurudululdlrrrlrdddududlrldrludrududlruluurlldlddlludrrrudrrudllluudldllulrldudlludrurrrdrrllludrududllududrllrllrududrrlrllluduuduuuuurduulddrdldduududuuddduuduudduduuddudduduuuurldrurlddururlldurdudururludddludulrrulrurdldurllururlrrdrdlddurluurdruudurlldldlruduurldlrududdrlrdlruurdrddllrlluuudrluudddddurrrlllulddurldurururdddrrlduuuulldlrrrrllrudlruddrlulrulullllrldurulll
rrrrrrldddrruruurdddllllldlllluuurrurrrddlrddurrrdrullllddrdllulllldrrrdrrrrrdllllllulldrdrrrrrrrrullllllllld,dddddddddrrrrrrrrrululluuluurrrrduuuulddldlluuurllllldldddrddddrrrrrrulluluuurrrrdullluuullldlldddrrdddrruluuruu,drurdurrrddddluudurdrrurrulurdudddldrluulrlrrlrduuulrldrlurdddldruulurdulrlrlrlduurlrldrduulrldduurldddlrlrdrlrlurdlruulruldlrrudldrduuuddulruudldruddlurudludlrduuurldrldruulrlrdldddurllrudrdulrdlruulruulddrdldudrlrlrlrlrudlurldrulududduuddrludrluruudlrlruuldurlrldrludrlrudluddudrddudlurdulrduldruuddlruulldlrrdudrudlruduuudulrdddlrlrullllrlrrlllurdddddlluulddlulddrrrrdllllrudrrulrdlllruluddruluruuluuuurruldudrlurrrlllrdlrurrlldurrlllldudduurdluddduuudrududuldudruldduuddddrrrlddurrdudrrdrddllurdrrrululdlurrlrdlduurlrdrdlurllurldurdulrllddrulluldurlrudddurlrlulrrldlldlrrrrludurlulrulluuruurdlrlurudlddrdrduduluulrlrrlludrlduuddlldludurrdrludrlllulrluddurrlldrrlrlrddlddlrrrlllruludrluudururllrlrlurrdulrrldrdllrdldlrrdllrrulrluuurruruuruur
dddddddddruuuuuuuuurdddddddddruuurddrruuuuuullluurdddrdrddrdddlllurruuuuruuullurrrddddllddrddrdrulluuluurrrdduuuuuu,rrrrrrrrrdddddduulllddrddrrdllllllllluuuuuuuurrrrrrrrddlulllllddddrrddrrllllluuuuuurrrdrrdddddllulluuuuurrrdd,ddrrddddrrddldlluulddurrurrllrddrrurrrdlluuruluululurruuldllluldudlrulrlrrrrdulrlddulrlldddluudddrdldudrrluludrrduuuudulddldrddrldrlrurluuddrurludlrdududulllrlddrrrrullrlrudruddluudlrduudulddululuurulrlrurlrlruddlruluuurduldrduudlrldlurudurlrrdrlrlrudrddrruuurddrdddduduululdlulrllurrdrldrlrrudrllluuulrdlrlluurlllllrldrudrrudlrurlllldudrddrdlududlurrurulrudrdlululdlrddrudllrlrlududdrluuddrudlrulddrdrdudddurrllldluudurlrrlurluurdlrlurdlluddrlurrldrdluurdrdlldrlluuurruuudduddlulurdluurlrlruudddrdddrllruldudddduuldrduldurluuurrddduuudldruddldurrduldlrulldudrluduurulrurldrlrllduduruudrddddudllrlururdlldurlrrlrurrdululdrrludllrlduuuddrdlrullddrruurlurlduulrluruduuldlurulrududduulrdurddldrddluduluddrrlddurduuulduldrurddluldududuudrlrrduddddllrrrudlruullrrrulrddrludrlrrruulrdldrdrrududllrurlrdllrludllruuruluulruulrruludulldullrdrlrduddrlrdurdrluldrddudrdudlurludrdddrudurldrullrluuluddudddlrludrrrruldlrlurldlluruuddldurdrrrudlrlrlurldlrrllrluudrlluurluudddrludddrurrdlullduruududduldudlluulrdllrddlluduluurlududrlddudduduududdrurrdrrrlrrurrllrrldrudlrulrldluuldldludluulldlurlrulrulduurulrdrldrlluruuldduududruulrurdullrrrdrulldulddrrrlllduruullrrrlrdurrlduldrrurrlrlrdlrrru
ddddrrrddldllrddrururuurruuulllllduuurdddrddddddruuuurrruuuullllurrrrrdddddllllddrduluurruulrrrrdddddllrruullrrdddluruuuuuuuu,rrrrrrrrrdddddddddluruulullllddddllluulrruruullluuurrrrrrrrdddrddddllrruulluuuulllldddddrrdllluuruuullurrrrdrd,rrrrdlddlulurllddrdlrrrdrrruuuluurdrdrrddddlluruluruuurdldddlrudrudududddddldruudllrlrrldulrruddlrudlruududdlrudlruldudrlulrruuuuudududlddlrlruuldluululuuldrrllrurrrrrldruldrlrludrdldldudddrrlrlrdudddlurlduruululduuluuduuurldrulrrdududulllrddrldurldluuudrlluddrurrulrdllddrlruuulrrdulrrllddruurrdudllullrrlrlrrrdddldlddrrdddlrlurlruuludrdululdrludrudlurrdudulldulrduruudduurdlrulldrdlluududrruurlrlludrlrldurrulrduududuldulrddudruldrddulddurddddduuuluulruluuulddlduudlururrlrdlrulrdddrrddluuuduluullrdudulddurllluddrlrullurddlrrrduulldlullduudrdurdduuduruddlrduldruulurlrrrrlllrldrrddulldlurudlulrlrrrlulrrrldldllrdluurullrrlduldddurrurrdlrrlllllruudldddudrlrlruruuurdldrlruurrddrudrulldurldururllrdddluuruddrddurddldrrullrldrrduuuudduduuldduruuldlrduurdlludrdudrdllurrdullrludrldlrrdluuulrrlldduurdulddududlrudrdurrdudddlrududduldruduududuudulullrudlllddlulddrdrurulllllrddr
dddrrrddlllddddruuurrruuuuullrrrddddddlllddrurruuruuuulllrdddddddruuurruuuuuullrdrrddddllldddrdrluluuurrrruuuuullllddddddddrdrrru,dddrrrddlllddddrrrrrrrrrudllluluuurrrruuuuulllldldddddlllddrrruuuurrrruuulldlllulrddddddlurrrrruuuuldl,dddrrrrrddlllldluddddrurdrrulurrullldlldrlrlrduudruuururuuruurdrdrurddlddlldrluurululdluullrddllrlludududrlrrrurdururlrlurrrrldlrurdudududldrududddduldldudllldldurldduuruulldrdrrddrrrrudlllu
ddddrdruuluuurddddddddrdruuluuluuuruurdddulldddrrdrdddruuuuruuuuuldddrrdddlddurruuuuuuuldd,rrrrdllddddrrdrruruuuuulrrrdddddddlllddllluuulululuuurddrddddrrrurrruuuuullddrdddddllllluuuuuurrd,rrrrdlldllurlrudddrddrrddrrurrrdlldlldrulldluluurduldurdulululudruurrrduuddulrllrruddullrrdulrlrudlruldrdudululrludulrdrlrdluludluddrldudrlrluuurrdlldrdlurrrulurdrududldruulrlrlldulrrdldruldruldrrulurdldlllrrldruddulddrrrdrruruurrdldrullddlllrdlulldurlulrlrrrddlrrddlrurdluuruudlludlurldlddruuludddrdrlulruudldrrrrururrduulllrudldrduurrlddruullduuddddldlrudulluuddlluuurllulurrldrdlrrldulrudrlulrdluurdlduudrdudrdlrrdurllrlrdddrudururlldlllrdududulrludrlrdulrdrrrlrlluludrlruuudlurddrrrdurluurruldluuluurulrrrdldlluddudrrru
drrrurrdrdrrurudddllllululdllldrrrrlllldurrrdrrrrrrdlllllluulllddr,drrruurruuulllrrrdddddrdrruruuuuulldrddrddddddlllllluulllddrluuurrrruuuruuulldlurrrdddddddrrrdlllluuuuuruuullldduurrrdddddrdrruruullu,drdrururulrrddlddrdldrrruuluudrrurddldrdluduruudllldrlululldddurdrlludrlrrrrulldrrrurullurrluruuuulurlldddruulrrudulddlurrdduuullrlrrdudlurdduulddrulurddldulrlrdluduuddrudrudddddduudllrurldlullrddlduuuuuduuuuulldlduuddurudlurrrlllrrllrdldurlrlrlrldurlrlrulrdulrrrlldlduduudrludurlrdlrurrllrlldurlrdurrdullldurdlduurlddurudldururrdduddduuuullrllrrlrldldurudlududdurudlrudldudududuurdludurrlrrlrdduullrrlllrlrdluddurlrulrldduurdulddudururrdduulllddurudlduudrudlududdududururlrlldurdldududuudrulrlrrrlrllrrdullrrdulllrldudurrldlurrrdudduudddduuuduulldldurudldurldurlrldurulduddurludduudrurrdulrlrlrlrlrlrdudduudulrdulrlrlrlrllduduldrurrlrlldurldurrdduddlrlldudduudduddldllddrluuu
rrrrrrrrrdulldllllllldrurrrdruurrrrdddllrruuullllddduullllddldrrrrldlluuuuurrrrrrrrdddddlldrruuuuuulllllllllddddddrrrdlluuuuuuurrrrrrrrdddddddllllrdrrruuuuuuuulllllllllddddddddrrruuuulluuuurrrrrrrrdddddddddllluuruurruuuuulllllllldddddddddrll,dddddddddrruuuuuluuuurrrrrrrrdddddllddlddrrruuuuuuuuulldlllllldddddddrruuuulluuuurrrrrrrrdddddldddluuurruulrddllddllrruurruullrruuullllddlrduulllldddrrr,rrrrdrrurrrdddddddddllluurrdldluulrrurulrdruddlrlurudluddrudldldrudlrlluudruudldrdlruurrududuuldrdlrulududlrdrulldldrdrrlrulruldurdduuddudlruuddlrulrlluurudldllrddurudurddruuluruudlddddrludrlrududluuuldudddurrdluurlrddllrlurulduuudurlrrldldlrdudrdrlrulrdlllrulduurrruulrlrlrdlulddllrrllrdrrrulllrrludururduudddllurduudurudldlurlrlrdulrldrdruldrduulddrdulldrludrrluuldududlrdurruldldlrrududududludludrrruduludduruldudllrurdrldurldlrulurudrudlrduuduldlllrddrrrudlllrrlrlulrrdulrldluudduurllrdurddurlulrldruurlrduudlrlrrdllllrdrrrduuduudddllurdlrrlllrrlruurluurllrlrlrdrduldurudlldldulrlrrdurrudldluldulrdulrdrlurdruldudlrruddlluulrddurdudlrrulruudduudlrldldudrrrlrulurdllrdrludluururllruddruddllldurdulrlrrdluuddlruruduuddlurdudllulrrlrllrrllrlrdrrrdluuudruulrlruduullrlrlrruddddllrrdludluududduurrdudddludrlurulrduuduudldludurlrldrrudddulldrurldlrdlurluudrrddlududuldlrluuddrudluudurrrlrllllrlrlrlrlrddudrlrlrrrludrulduuruuddudduudddulurlrduddlrudududuuuudldrludrddlullurlrruddudrdullrluudrdldludrlrlruuldrrdrllulrrlldrlrluururuldrlrldudurddruluurlldrdrlrudduudlruulduldduuddllrlrrdurlllrrrlrurllddulddrurludrrludrlldlurrruddllrlulrrrldurduuddulrlduurduudlrlduurudlurddllurrduldruuddulrdllururldddllrduruluurruuuuduudduudduduuddddduuuuudduudduududddlruuddllrlrrllrlrlrlrlrrddllrlrdduudddluddluudrdurruuddlrlllrluddrrudllrrruuddudullrdlrrllurruudulddlrulrruuuduudduuudddlruullrlrrudllrrduudllrlrrddlrduldlduudruldrudldrdurdduldrlullulrrdulrddlurlrulddrrrlrlrllrrlruuuludddlrllrdulduulrlrdulrlrdrdluulrlrrrurdluddlduudrrlllruldurddrrlllrruurullurrduuuudddlruuuddddduuuduullrruuddlrlrdudduddulruddlulrrlruuuuudulrdduuddududdudddldlrrlrdulldudurlrlddlrurdluuudurrddlddruluududdrulldrrllrlrrduuldruuudlrdlruluddluduudududurrdlldddudlududrlrruldudlrluulrdrdurdudlluulrlrlrlrlrrurudrdlrldulduddluruurdrduududdduduuduuuduldudulddrlllrdrlrlrdlrlurlruudrrdllruudrlludddurdrlrulrlrduuuldrlldrdrlrlurulldlrurdlrruluddldudurldrruulldurluurlrlrldrudduldrlllrrrudrudullrddrlruldurlrlldrrlurlrlurdlddruuululrruullrrlrdullrrlruuduudududduudududdudddddduldddlulruurddrldlurrlrdlrlrluldurudurlrluurlrduldurddlldruduudurulrlrlrlddrlludrrulurduuudduududdlrlldurrduududlrlruddlldddlrluduurlrlddrrurdluuulrludrdrllurlurldrrllurldurddddurdlruudduuududlrdlllrlurudurrulrduuduullrrllrlrruddulrlrlruuduulrlldlrlldlrduuududrlurllrrdrludurldrudulrrrlllrrrdudulrdudduduulrddduduududududduuduulrllduldurdulrldrlurrrlldllllllldrddldrddruruurlldudulluruuurdulrdruldrulrlrrrrrldurlrdlulrldlulllrrrrldurlddurdduudduurllurdllllduludddudduudduuuudurddurulrldrurrldllrudurlrdrlurrdlulrldududlududldlrlrlrlddrrdruddddldllurulu
rrrrrrrrrdllllllulldldruurrddrrrrrrdlllllluuulldddldruuuurrrddddrrrrrdllllluuuuullldddddrlldruuuuuurrrddddddrrrrrdllllluuuuuuullldddddddrllduuuuuuuurrrrrrddddddddrrrdlllll,dddddddduruuuuuuurrrrrdddddddddllrrrrruuuuuuuuullddddddddruuuuuuulllllulldddddrlddrluuuuuuurrddrdddddruuuuulld,drdlddddddurrluuuuldurlruuurrrdrurdrrddrdddlldlddllrrrrruuldllulluuruuulluurlrlrlrlrdddduluudrlrrrrdddrurlllddlrrrllluddlrrrruldlluuudlrlururrrruuullrlddruddlrurulruddlrddllldldururluuluurdrrdrlududurudulldrdddrulduddllrluuduuddrllldrrlrrurdddlurddrldlruuuuulrudddllddduuurulrurdddlrrlluurdurulrlurdudlrdduududlruludrlrldllulruuuurlddudlldlrdrddrldrduddrudulrrulluurrdlululuddlrduddludruruududdrddulrrurdduuduululuuudddurruddulluludrrluududuldurdrlrdlludddrduudldddudururudrlulduulrdullduurrdulllluududddrururlurllrrrrdlduurldurrldulrrddldduurlruudullrdrdldldlulluuldrrrluudruduldllrurrlrrrllrlllrrdulldrdrurrllurlrlllrrrrlrlddulddulrldrdldrurrdrdllrlldrudurrdluddlrlulrluuudrluruddduulduluudududlrulluududruldurldulrlllrddldrduuludrldrlrlddduuudrdr
dddddrrdddlldrruuuluuuuuurdddddrdrurruuulllduuurdrrrdddddlldlrddruuuurruuuuulllrddddddddrdrurdullluuurrrduuuuuu,rrrrrrrrrddddddullldddrrrdlllluuullldddllurruuulluuuurrrrrrrrdddluullllllddddurrrrrrdlllduulluururrrdd,drurrrrdllldrdldlulurludurrdrrrrrulurrdddldrdldldlulllluluduurlrulrldduuddrrdrrrruuuddrlrrruuuuldduurlrldrduudulddruldruddldllddddrdrurdullrrldrlllluulullddldlurdrulrlrldlrlruruuuldurldrrldddluruurudlurrdulrdulrldrrluldrdruuldlrdrddrrrurlrlrlrldudlluduulurlrdldduuludrddrlrlurrdudurdlurdlurldudulrdudllrrlulrdrrrllrrududulrdulllrrrlldlurlrdllurdluuullrlurrdlrldrrudlrllrurldrdrrllluluudlllrudulrddduudurullrrdluddddulduruulrlurldrrrludlduudlulrluuuuuddddduruurllududuudurdlrdrdlrdlldrruddluduudlrulduuduuurdrudlulddrdrldrrrlrddrdrdlrlrlrlruuudllrlrludrluduurlrdudlrrurrrd
ddddddrrrdddlllrrrruuullluuuuuurdldddddrdururuulruuddrrrrddddddllluluuruurrrruuuullllrrdrrddddllllldddrrdrrruuu,rrdldddddrruruurrrrruuullllrrdrrddddddddlllllllllrrruululluuuuurdddddrrrruuuluuddrrdrrdddddllulluuurrruullll,drrullrlrdddluuudrudrulldrlrudlrrldlruulrdrulldrrudududududlurdldlddrdldrrrdrddrurdrruruluuuldllldrlrluldururrulluuddlrududlrlrudrddrudrllrlduuududrdrllrudruurruullurrdddddduuluddrddudluudullrlrllrlruulrrldlldrrluudluuuddlrdurrrlllrrrlrrduldlrulrdldrrluldlllrdudldddlllrlrlrlrrllrlrlrrrlrllrlrrrludrululudrrdldlrlrlllrlrrllrrllrrruuuldrduddrrrlrududllrrrlrlulrldrlurldurdlurdlurdulrdudulrdulrldlrlruldurrldurdluluduulldurdddruulurlldurdlullruduulurdulrluuudrudlrlrlrrudlrludrudlrluldrldurrudldurldduldrlddrldrrdududrrulldulrlrdulrrlrudurdldlrlurudruurrrlulrlrdlddurudrurrulldlurrruduuullllrrlrdrurddullrurdlrllrurlldurllrllrlrlrlrrlrlrdrudrududuldulllrlrrrlllrrdullrrrldrruldlrrduddududduddduuddlrdluudduddurlrulrlruulrdulldllllddlrlulrdudulrdrlururudrdldlluduluudlrudlduuurldruududulrddudlrdluuruludrddlddudurlrduuludrdulruduldrudluduudurlrdluruludrdduurudldulududrlrdurudldudurulrdulrdlrudlldrddddluruluurldrdudduddrrruudlruurddrrrluudurrudlddluurlllrddruurldrurudddlrdddd
dddddddddruuuuuuuuurlddrdddddddruuuuuululuurrllddrdrddrrrrruuullllrdrrrrdddllllldddruurrruuuuulludrrrddddddllldrruuuuuuuurdddddddduuuuuuuuu,rrrllddrdrddrrrrruuuurudddddddddllllllllluuuuuuuurdddrddrrrrrruuululuddrrdddddllllllluuurddrrrrruuruulllul,rrrlrlrlrllddddrrulullddddrdlddrrrrrulurrrddruuruuluuurdduddlldrruulrullllulrrrludldrullrlrlrlrrrdrdrludulluldrrururudddduldrlruldddlllllulddrdllruduluuudluddddurlduudddrulurluudrruldulrlrudurlrrulrlllruddrdllduuruldururlrdlddddldurluuuuuurdulrdrllrluududurdudduldrulrudurrlllrduldrdrlulrudurlrrlllddduduudrddruulrdrllrudldddlrlrulduuuuddrrrdrrrlllrrlddlruurlrldlllrudduudulrrudlduudrrrdrdddlludrrudrllrrlluruldllrdlrrlllllruulurluuuurdudludddrdrllrdludrluuddurdurdrrurrdruudrudddrd
rrdddllddddddruuuuurdddrrdrruuuuuuulllllurrrrrrdddddddddllllulduuuuuururdddruuurrruurdddlddddlddrluurruuu,rrdddllddddddrrrrrrrrluurruuuuuuulllllldllrrrrrdddddddllulluuulddddrrrrruurruuuuulddddlluuulldrdd,rdrrrullllrdrdrdlllddrurdddrrddrrruuurdruuuuuuullllddrurrdldrddlldddlllllldrrrurlurdrlllrrrrldrlrulrlrduurdudlurluuluulddrurrulrdudluddrldrluululudllldlddrdlududuuuudduurduldrrddudlurddlddrududrlluurrlrrdrdrrr
rrrrrrrrrdllllllllldrrrrrrrrrdlllllllllrrrdrrrrrrdllllllddlluuddrdrruurrrrrdllllddllllludrrrrrrurrrdll,dddrrrddddlddlludrrrrrrrrruuuuuuuuullllllllddrrrdddddllluuddrrdrrrrruuuuuuullllllrrrddddddrruuuuuldddd,drrulddrrrrddllullluudurududlrrrrrrddrdddluldldddrururdruuuuruluruullddruullllldrllddluurlulrlddudurrldrllrlrluddudrrrrddlddlluudduduuddrddlludrlrludududrrrudrrrrrruuuuuulduluuddlddlrldd
dddddddddrluuuruluuuuruldddddrruurdddldrddruuuuluuuurudlddddrrddddruuuuuluddlluuuurruldlddddrrrruulrrdddldddruuuuuuulruulrrdddldddddrd,dddddddddrluuurrrdddrrrrrruluuuuuruuullrddldllddlluuuururdllddlddlluuuuruldddddrrrrdddrrrulllllurrrrruuld,drududldddddrururulddrdldrddrurururrdddrullldruuruuuuldllurldddldllrduulrldrlulldddrlrludrlrluuuduurrlrurlrlddrurrrrdudlurdrdllrrddrudlulrllldrrruullurlrllrrlrrddluduuludllrruduulurddllrdduduulrddlllrdduurrrdlurrrudddrlrlrulrlrdulduulldlrlllulrrdrlldurdlrududululrruulrddrlrrrurlrldddllruurrluddruldrluduudruludrlurulduludddrurduudluldluudrddlrullrudurdluudrulrdludurlrdulrrurruuldrdduuduudduududddlrldlruldllduruddrduddlrllluuldudlulrurdluududrdudlrluddrllrlrdudrlulurrrdlduldulludrrludrdrluudrduluuduruuururdulrdulrduldldururduduldldududurudurdllrurldrlldduduurldudududdddddluuduurlurdduuuduudduurrulrlrlrldlddlrududuuddududlddldludrrrdrrdldrullrlrdluuddruluuldrulduuurlddludlrrlulrldudrrdurulrludrdlluruurduldudrlurdlrlurlrduldddrrrrdulrudrdrdluulrrudllludduduurrddrdlulrrudllluldlullluuududuududdduuuuduuddduuurlrldudrlurlrdlurdudlrluddddddrrruuudlrdrllruuuudududddudlrdlrldudrllludduuddurulrrlrlluuuuruldudurdudlrlrlrlduudrlurdlrulrduldudurlrdudulduddududdddrrudrudrrurulrldddudddrrlrdludlurrdulrdruudulllulrldlurddruddrrllrrurlluudurududullrddlrudlddllrlrurrululduduldddurrduduldlurluluuurdrdrlrdludlrururulrrlurudlrdrdluddurdlddruddrlruldurdudllrrulullldrlurdrdruudrldrlrulluuududuuulrudrdlldlddurudurlruldrdrlluddrurlrdluuuldlruldrdlrulrlldrdrdluldruuuldlrududludulrdurddrlrudurldlrulddudrruurludulurrrlldlrruddlrdurluluulrlrrrlldurddlrldllrdrlddllurulrurlrlrlrudlrulrurrlduulrdrlrrlududdululdudddrlddlrlululrldurldrdrdudulrdludururdrdlrruldrlrrrludurllrdlurudlrduuulldulllddduduulurruruurrlrudrlrlldrlrrlurrullrudrludldurrulrlrlduddldrlruruduluul
rdrrrurrrrrdlllldllllluddddrddrrurruruuurrrdllulllldulldurrdduurrrrddrrldldldllllllurdrrdrrrururllllldllldurrrrddrrrrrllluulllllldd,rdrrrurrrrrddddllldddddrrrllllluulllldduuuuuuuurdrrrrurrrdddddlllddllulluuluururrrrrrddddduuuulullldurrrdddldllrruruuullldd,rdrdlluddrldddruddrrurdddrrulurulurrruurulluullldldrrruldrddruldrdddurldudullrdldduulurlrrrrudlrudluurrullruuurdldrlulurldrddurullulrrrldlurrdldrudlludurlddlruuddldurdlurduurrdlddurulurulrddldrudlurdlddldudulurrdlrldllruruduruuulldudrdrdlrdudluuudrlldlddlrruddududlrdrrrllluudldlrrrrllrrlludluududllrlruulrlrlrldrrrrullrdurllrdrldduuludduududddullrlrrdluludruldrlrduurudruuudddrlullrdlurrdluldrdudrurlruldrududldlrdudllurldrrrrlrrlllrrrllrrllluldlurruddududrludrrrllrlrrlrllrrlllrrrlllrlududuudlruuruuurldddrlduruululurlluulrdurdlldldduullulrluddurulrlrldurdrllduurdludrulrlrddrrdduduudduurullrldurrrlrrllldduddudududuudduduudduduuuldllrlrurlulrlrdlurlddudrlurlurlrdududdluududrdrludrlldddrldddd
