index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image,source,source_id,user,config_id,config_label,move_fraction_u,move_fraction_d,move_fraction_l,move_fraction_r,turn_rate,mean_run_length,max_run_length,min_run_length,run_length_std,cluster,cluster_distance,cluster_rank,projection_x,projection_y,image_href
545,7,545,41,0,0,6,2,40,0,ddrrulurrrrrdldrddddluuululddlulldrdldrr,1111111/1110011/1111111/1111111/1111011/1100011/1110011,images/grid_0545_n7_seed545.svg,optimal,optimal-545,,,,0.175,0.325,0.225,0.275,0.6410256410256411,1.5384615384615383,5.0,1.0,1.0088366960464616,0,4.3304,588,-2.02371,-0.6767,../images/grid_0545_n7_seed545.svg
800,7,800,41,0,0,5,3,42,2,ddddddrruulduuuuurdrurrrdddddduluuuulddddl,1111111/1111111/1100111/1100111/1110111/1111111/1110001,images/grid_0800_n7_seed800.svg,optimal,optimal-800,,,,0.3095238095238095,0.4285714285714285,0.0952380952380952,0.1666666666666666,0.4146341463414634,2.3333333333333335,6.0,1.0,1.795054935711501,0,4.3309,589,-2.10951,-1.00379,../images/grid_0800_n7_seed800.svg
982,7,982,37,0,0,6,6,40,4,ddddddruuurulurrdrrruulrdddllldlddrrrudr,1000011/1111001/1111111/1111111/1111000/1110010/1111111,images/grid_0982_n7_seed982.svg,optimal,optimal-982,,,,0.2,0.35,0.15,0.3,0.5384615384615384,1.818181818181818,6.0,1.0,1.2297953871335163,0,4.3315,590,-2.01052,-0.75447,../images/grid_0982_n7_seed982.svg
961,7,961,39,0,0,5,3,42,4,rlddddddrrrrrruudlluuuuurrddulllddllddrurd,1100111/1001111/1001101/1111100/1111101/1111111/1111111,images/grid_0961_n7_seed961.svg,optimal,optimal-961,,,,0.2142857142857142,0.3333333333333333,0.1904761904761904,0.2619047619047619,0.4390243902439024,2.210526315789474,6.0,1.0,1.6084954515722236,0,4.3323,591,-2.0845,-0.87888,../images/grid_0961_n7_seed961.svg
909,7,909,41,0,0,6,4,40,0,ddddddruuuuuurrrrdlllddrurdrurddllllddrr,1111110/1111110/1111111/1111111/1111111/1110000/1111100,images/grid_0909_n7_seed909.svg,optimal,optimal-909,,,,0.2,0.35,0.175,0.275,0.4358974358974359,2.2222222222222223,6.0,1.0,1.651785416368723,0,4.3366,592,-1.95395,-0.86625,../images/grid_0909_n7_seed909.svg
322,7,322,38,3,0,1,2,38,1,dddrrrrrruuuuuulldddlddllurulurruullrd,0111111/0011101/0111101/1111101/1111001/1111001/1111111,images/grid_0322_n7_seed322.svg,optimal,optimal-322,,,,0.2894736842105263,0.2368421052631578,0.2105263157894736,0.2631578947368421,0.4594594594594595,2.111111111111111,6.0,1.0,1.523478800089121,0,4.3372,593,-2.04616,-1.01736,../images/grid_0322_n7_seed322.svg
124,7,124,44,2,0,4,5,43,0,ddddrrrrrruuuluuulllldddddruuuurrdldrdldrru,0111110/0111110/1111110/1111111/1111111/1111111/1111111,images/grid_0124_n7_seed124.svg,optimal,optimal-124,,,,0.2558139534883721,0.3023255813953488,0.1627906976744186,0.2790697674418604,0.4285714285714285,2.263157894736842,6.0,1.0,1.5842017835044644,0,4.338,594,-1.82756,-1.18683,../images/grid_0124_n7_seed124.svg
801,7,801,40,0,0,0,5,39,0,ddddddrrrulluuuuurrdldddrrrdruullluruur,1111110/1111100/1111100/1111111/1111111/1111011/1111000,images/grid_0801_n7_seed801.svg,optimal,optimal-801,,,,0.282051282051282,0.282051282051282,0.1538461538461538,0.282051282051282,0.4473684210526316,2.1666666666666665,6.0,1.0,1.4240006242195884,0,4.3521,595,-1.76889,-1.00884,../images/grid_0801_n7_seed801.svg
263,7,263,37,0,0,0,6,36,0,ddddddrruluuuuurrrdlldddrddrrruuuuuu,1111101/1111101/1110001/1110001/1111001/1111001/1111111,images/grid_0263_n7_seed263.svg,optimal,optimal-263,,,,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.25,0.3428571428571428,2.769230769230769,6.0,1.0,1.7608497141937842,0,4.3567,596,-2.00253,-0.57148,../images/grid_0263_n7_seed263.svg
495,7,495,43,0,0,2,4,42,0,dddrdddrrrururuuuulllllddrurddlddrururuuld,1111111/1111111/1111111/1111111/0111111/0111110/0111100,images/grid_0495_n7_seed495.svg,optimal,optimal-495,,,,0.2619047619047619,0.3095238095238095,0.1666666666666666,0.2619047619047619,0.5853658536585366,1.68,5.0,1.0,1.085172797300043,0,4.3597,597,-2.01977,-0.34673,../images/grid_0495_n7_seed495.svg
